,img_filepath,img_size,bbox_tl_x,bbox_tl_y,bbox_br_x,bbox_br_y
172,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000028_r.jpg,"(576, 720, 3)",359,371,411,279
173,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000029_l.jpg,"(576, 720, 3)",333,402,433,356
174,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000029_r.jpg,"(576, 720, 3)",432,477,526,420
175,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000030_l.jpg,"(576, 720, 3)",474,358,529,306
176,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000030_r.jpg,"(576, 720, 3)",399,512,482,440
177,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000040_l.jpg,"(576, 720, 3)",342,451,433,402
178,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000040_r.jpg,"(576, 720, 3)",287,496,372,437
179,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000041_l.jpg,"(576, 720, 3)",338,396,418,353
180,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000041_r.jpg,"(576, 720, 3)",275,410,340,343
181,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000042_l.jpg,"(576, 720, 3)",256,401,361,356
182,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000042_r.jpg,"(576, 720, 3)",354,473,452,401
183,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000043_l.jpg,"(576, 720, 3)",334,442,418,382
184,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000043_r.jpg,"(576, 720, 3)",288,502,356,428
185,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000044_l.jpg,"(576, 720, 3)",353,458,421,388
186,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000044_r.jpg,"(576, 720, 3)",280,507,341,416
187,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000046_l.jpg,"(576, 720, 3)",376,437,433,357
188,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000046_r.jpg,"(576, 720, 3)",254,224,303,130
189,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000047_l.jpg,"(576, 720, 3)",363,441,426,358
190,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000047_r.jpg,"(576, 720, 3)",339,224,412,141
191,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000048_l.jpg,"(576, 720, 3)",349,455,412,373
192,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000048_r.jpg,"(576, 720, 3)",435,260,508,173
193,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000050_l.jpg,"(576, 720, 3)",396,385,487,337
194,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000050_r.jpg,"(576, 720, 3)",256,309,342,268
195,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000051_l.jpg,"(576, 720, 3)",214,316,313,252
196,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000051_r.jpg,"(576, 720, 3)",368,327,448,284
197,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000052_l.jpg,"(576, 720, 3)",244,319,337,253
198,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000052_r.jpg,"(576, 720, 3)",383,330,461,284
199,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000056_l.jpg,"(576, 720, 3)",399,401,478,357
200,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000056_r.jpg,"(576, 720, 3)",377,518,460,432
201,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000057_l.jpg,"(576, 720, 3)",354,384,424,337
202,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000057_r.jpg,"(576, 720, 3)",304,554,365,451
203,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000058_l.jpg,"(576, 720, 3)",223,362,325,316
204,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000058_r.jpg,"(576, 720, 3)",306,522,377,428
205,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000059_l.jpg,"(576, 720, 3)",299,352,388,309
206,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000059_r.jpg,"(576, 720, 3)",300,523,353,420
207,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000060_l.jpg,"(576, 720, 3)",357,322,412,229
208,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000060_r.jpg,"(576, 720, 3)",287,522,343,418
209,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000061_l.jpg,"(576, 720, 3)",257,337,329,285
210,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000061_r.jpg,"(576, 720, 3)",291,503,364,415
211,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000062_l.jpg,"(576, 720, 3)",270,328,346,244
212,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000062_r.jpg,"(576, 720, 3)",284,490,359,397
213,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000063_l.jpg,"(576, 720, 3)",308,355,361,239
214,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000063_r.jpg,"(576, 720, 3)",298,482,378,397
215,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000064_l.jpg,"(576, 720, 3)",318,360,368,245
216,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000064_r.jpg,"(576, 720, 3)",274,463,361,384
217,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000065_l.jpg,"(576, 720, 3)",367,376,469,304
218,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000065_r.jpg,"(576, 720, 3)",242,396,354,309
219,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000066_l.jpg,"(576, 720, 3)",393,412,495,336
220,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000066_r.jpg,"(576, 720, 3)",223,401,339,316
221,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000071_l.jpg,"(576, 720, 3)",392,163,478,116
222,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000071_r.jpg,"(576, 720, 3)",226,154,317,111
223,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000072_l.jpg,"(576, 720, 3)",398,80,484,35
224,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000072_r.jpg,"(576, 720, 3)",178,86,252,39
225,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000073_l.jpg,"(576, 720, 3)",340,306,425,265
226,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000073_r.jpg,"(576, 720, 3)",197,319,283,271
227,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000074_l.jpg,"(576, 720, 3)",352,292,439,204
228,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000074_r.jpg,"(576, 720, 3)",198,274,272,176
229,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000077_l.jpg,"(576, 720, 3)",358,434,406,349
230,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000077_r.jpg,"(576, 720, 3)",313,369,386,297
231,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000078_l.jpg,"(576, 720, 3)",331,447,377,367
232,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000078_r.jpg,"(576, 720, 3)",314,386,364,302
233,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000079_l.jpg,"(576, 720, 3)",348,346,424,277
234,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000079_r.jpg,"(576, 720, 3)",324,375,371,285
235,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000080_r.jpg,"(576, 720, 3)",320,351,367,265
236,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000081_l.jpg,"(576, 720, 3)",318,153,430,84
237,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000081_r.jpg,"(576, 720, 3)",306,388,354,301
238,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000082_l.jpg,"(576, 720, 3)",331,463,382,373
239,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000082_r.jpg,"(576, 720, 3)",314,391,355,302
240,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000083_l.jpg,"(576, 720, 3)",302,464,367,388
241,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000083_r.jpg,"(576, 720, 3)",283,399,353,328
242,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000084_l.jpg,"(576, 720, 3)",350,421,448,377
243,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000084_r.jpg,"(576, 720, 3)",252,482,319,424
244,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000085_l.jpg,"(576, 720, 3)",320,378,404,331
245,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000085_r.jpg,"(576, 720, 3)",257,486,332,424
246,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000086_l.jpg,"(576, 720, 3)",324,348,425,313
247,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000086_r.jpg,"(576, 720, 3)",253,487,335,419
248,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000087_l.jpg,"(576, 720, 3)",363,343,425,291
249,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000087_r.jpg,"(576, 720, 3)",259,500,343,428
250,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000090_l.jpg,"(576, 720, 3)",355,382,418,338
251,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000090_r.jpg,"(576, 720, 3)",303,510,392,451
252,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000094_l.jpg,"(576, 720, 3)",344,374,452,328
253,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000094_r.jpg,"(576, 720, 3)",322,482,393,400
254,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000095_l.jpg,"(576, 720, 3)",307,350,399,310
255,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000095_r.jpg,"(576, 720, 3)",317,477,406,411
256,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000096_l.jpg,"(576, 720, 3)",299,389,407,295
257,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000096_r.jpg,"(576, 720, 3)",237,516,321,436
258,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000097_l.jpg,"(576, 720, 3)",480,385,542,317
259,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000097_r.jpg,"(576, 720, 3)",163,292,233,193
260,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000101_l.jpg,"(576, 720, 3)",246,380,346,336
261,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000101_r.jpg,"(576, 720, 3)",327,518,427,454
262,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000102_l.jpg,"(576, 720, 3)",396,385,458,342
263,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000102_r.jpg,"(576, 720, 3)",345,529,422,454
264,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000103_l.jpg,"(576, 720, 3)",263,377,375,334
265,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000103_r.jpg,"(576, 720, 3)",328,526,410,449
266,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000104_l.jpg,"(576, 720, 3)",454,346,516,285
267,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000104_r.jpg,"(576, 720, 3)",346,532,422,463
268,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000105_l.jpg,"(576, 720, 3)",437,319,494,268
269,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000105_r.jpg,"(576, 720, 3)",324,527,406,454
270,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000106_l.jpg,"(576, 720, 3)",452,332,497,221
271,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000106_r.jpg,"(576, 720, 3)",322,521,391,447
272,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000107_l.jpg,"(576, 720, 3)",441,345,493,235
273,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000107_r.jpg,"(576, 720, 3)",311,524,386,449
274,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000108_l.jpg,"(576, 720, 3)",456,352,507,258
275,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000108_r.jpg,"(576, 720, 3)",311,524,393,446
276,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000109_l.jpg,"(576, 720, 3)",456,303,551,211
277,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000109_r.jpg,"(576, 720, 3)",245,350,354,233
278,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000113_l.jpg,"(576, 720, 3)",499,328,601,274
279,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000113_r.jpg,"(576, 720, 3)",189,440,267,331
280,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000114_l.jpg,"(576, 720, 3)",464,511,542,407
281,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000114_r.jpg,"(576, 720, 3)",166,264,265,207
282,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000115_l.jpg,"(576, 720, 3)",434,277,517,227
283,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000115_r.jpg,"(576, 720, 3)",257,471,327,366
284,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000116_l.jpg,"(576, 720, 3)",448,259,496,195
285,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000116_r.jpg,"(576, 720, 3)",263,506,352,437
286,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000117_l.jpg,"(576, 720, 3)",402,334,490,293
287,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000117_r.jpg,"(576, 720, 3)",268,519,351,444
288,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000122_l.jpg,"(576, 720, 3)",313,426,414,353
289,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000122_r.jpg,"(576, 720, 3)",297,530,367,425
290,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000123_l.jpg,"(576, 720, 3)",348,406,436,355
291,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000123_r.jpg,"(576, 720, 3)",317,504,416,428
292,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000124_l.jpg,"(576, 720, 3)",353,422,423,352
293,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000124_r.jpg,"(576, 720, 3)",264,494,333,401
294,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000125_l.jpg,"(576, 720, 3)",374,452,424,368
295,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000125_r.jpg,"(576, 720, 3)",265,480,335,393
296,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000131_l.jpg,"(576, 720, 3)",385,334,461,275
297,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000131_r.jpg,"(576, 720, 3)",286,235,333,153
298,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000136_l.jpg,"(576, 720, 3)",439,303,518,232
299,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000136_r.jpg,"(576, 720, 3)",330,290,419,234
300,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000138_l.jpg,"(576, 720, 3)",390,381,493,295
301,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000138_r.jpg,"(576, 720, 3)",272,377,381,293
302,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000141_l.jpg,"(576, 720, 3)",226,366,325,322
303,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000141_r.jpg,"(576, 720, 3)",353,461,444,391
304,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000150_l.jpg,"(576, 720, 3)",399,464,462,401
305,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000150_r.jpg,"(576, 720, 3)",294,353,376,267
306,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000151_l.jpg,"(576, 720, 3)",344,522,415,429
307,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000151_r.jpg,"(576, 720, 3)",271,354,345,273
308,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000152_l.jpg,"(576, 720, 3)",332,544,400,447
309,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000152_r.jpg,"(576, 720, 3)",264,429,361,369
310,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000153_l.jpg,"(576, 720, 3)",353,542,417,440
311,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000153_r.jpg,"(576, 720, 3)",275,259,317,171
312,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000154_l.jpg,"(576, 720, 3)",401,437,482,353
313,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000154_r.jpg,"(576, 720, 3)",285,335,377,260
314,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000156_l.jpg,"(576, 720, 3)",491,360,575,303
315,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000156_r.jpg,"(576, 720, 3)",222,195,301,104
316,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000157_l.jpg,"(576, 720, 3)",412,217,485,155
317,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000157_r.jpg,"(576, 720, 3)",227,269,307,199
318,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000158_l.jpg,"(576, 720, 3)",416,226,524,147
319,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000158_r.jpg,"(576, 720, 3)",225,359,325,275
320,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000159_l.jpg,"(576, 720, 3)",387,343,429,284
321,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000159_r.jpg,"(576, 720, 3)",232,468,336,395
322,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000160_l.jpg,"(576, 720, 3)",325,225,403,168
323,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000160_r.jpg,"(576, 720, 3)",234,461,325,393
324,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000161_l.jpg,"(576, 720, 3)",374,51,450,10
325,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000161_r.jpg,"(576, 720, 3)",244,465,332,410
326,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000162_l.jpg,"(576, 720, 3)",314,154,397,113
327,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000162_r.jpg,"(576, 720, 3)",233,500,323,441
328,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000163_l.jpg,"(576, 720, 3)",298,63,377,21
329,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000163_r.jpg,"(576, 720, 3)",253,498,334,438
330,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000164_l.jpg,"(576, 720, 3)",321,110,403,67
331,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000164_r.jpg,"(576, 720, 3)",265,501,353,441
332,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000165_l.jpg,"(576, 720, 3)",353,169,439,124
333,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000165_r.jpg,"(576, 720, 3)",285,503,370,443
334,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000168_l.jpg,"(576, 720, 3)",346,460,439,390
335,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000168_r.jpg,"(576, 720, 3)",259,439,339,359
336,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000169_l.jpg,"(576, 720, 3)",467,431,539,328
337,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000169_r.jpg,"(576, 720, 3)",118,462,225,357
338,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000176_l.jpg,"(576, 720, 3)",262,316,326,242
339,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000176_r.jpg,"(576, 720, 3)",253,341,299,266
340,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000178_l.jpg,"(576, 720, 3)",313,325,376,258
341,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000178_r.jpg,"(576, 720, 3)",252,411,293,350
342,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000182_l.jpg,"(576, 720, 3)",373,134,454,90
343,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000182_r.jpg,"(576, 720, 3)",218,147,314,102
344,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000185_l.jpg,"(576, 720, 3)",248,405,322,354
345,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000185_r.jpg,"(576, 720, 3)",284,459,368,415
346,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000186_l.jpg,"(576, 720, 3)",324,322,380,214
347,/Users/saniyakarwa/Documents/classes/lexicam/dataset/train/Alexander_mouse_cat_rooster.flv_000186_r.jpg,"(576, 720, 3)",215,368,263,297
